Temperature (Celsius),Year,Month, Country, ISO3
22.7,2010, April , Australia, AUS
21.3,2011, April , Australia, AUS
21.9,2012, April , Australia, AUS
22.9,2013, April , Australia, AUS
22.9,2014, April , Australia, AUS
21.2,2015, April , Australia, AUS
23.7,2016, April , Australia, AUS
21.9,2017, April , Australia, AUS
23.8,2018, April , Australia, AUS
22.8,2019, April , Australia, AUS
