Temperature (Celsius),Year,Month, Country, ISO3
15.3,2010, August , Australia, AUS
16.7,2011, August , Australia, AUS
16,2012, August , Australia, AUS
17.3,2013, August , Australia, AUS
15.9,2014, August , Australia, AUS
16.3,2015, August , Australia, AUS
16.1,2016, August , Australia, AUS
16.7,2017, August , Australia, AUS
15.7,2018, August , Australia, AUS
15.9,2019, August , Australia, AUS
