Temperature (Celsius),Year,Month, Country, ISO3
20.6,2000, September , Australia, AUS
19.7,2001, September , Australia, AUS
19.8,2002, September , Australia, AUS
20,2003, September , Australia, AUS
18.7,2004, September , Australia, AUS
19.8,2005, September , Australia, AUS
20,2006, September , Australia, AUS
20,2007, September , Australia, AUS
20,2008, September , Australia, AUS
19.9,2009, September , Australia, AUS
