Temperature (Celsius),Year,Month, Country, ISO3
28.1,1990, December , Australia, AUS
26.8,1991, December , Australia, AUS
26.3,1992, December , Australia, AUS
26.4,1993, December , Australia, AUS
27.9,1994, December , Australia, AUS
26.4,1995, December , Australia, AUS
26.8,1996, December , Australia, AUS
27.8,1997, December , Australia, AUS
27,1998, December , Australia, AUS
25.8,1999, December , Australia, AUS
