Temperature (Celsius),Year,Month, Country, ISO3
19,1990,September, Australia, AUS
19.5,1991,September, Australia, AUS
18.6,1992,September, Australia, AUS
19,1993,September, Australia, AUS
19.2,1994,September, Australia, AUS
20,1995,September, Australia, AUS
19.5,1996,September, Australia, AUS
19.9,1997,September, Australia, AUS
20.1,1998,September, Australia, AUS
20.2,1999,September, Australia, AUS
