Temperature (Celsius),Year,Month, Country, ISO3
22,2000, October , Australia, AUS
21.2,2001, October , Australia, AUS
23.3,2002, October , Australia, AUS
21.9,2003, October , Australia, AUS
24,2004, October , Australia, AUS
23.3,2005, October , Australia, AUS
23.6,2006, October , Australia, AUS
23.5,2007, October , Australia, AUS
23.7,2008, October , Australia, AUS
22.6,2009, October , Australia, AUS
