Temperature (Celsius),Year,Month, Country, ISO3
28.4,1990,January, Australia, AUS
28.2,1991,January, Australia, AUS
27.5,1992,January, Australia, AUS
28.3,1993,January, Australia, AUS
28.5,1994,January, Australia, AUS
28,1995,January, Australia, AUS
27.8,1996,January, Australia, AUS
27.3,1997,January, Australia, AUS
28.5,1998,January, Australia, AUS
28.9,1999,January, Australia, AUS
