Temperature (Celsius),Year,Month, Country, ISO3
14.1,2000, June , Australia, AUS
15.5,2001, June , Australia, AUS
15.2,2002, June , Australia, AUS
15.5,2003, June , Australia, AUS
15.5,2004, June , Australia, AUS
15.7,2005, June , Australia, AUS
13.6,2006, June , Australia, AUS
13.2,2007, June , Australia, AUS
15.5,2008, June , Australia, AUS
15.2,2009, June , Australia, AUS
