Temperature (Celsius),Year,Month, Country, ISO3
26.7,1990,November, Australia, AUS
25.3,1991,November, Australia, AUS
23.8,1992,November, Australia, AUS
25.6,1993,November, Australia, AUS
25.4,1994,November, Australia, AUS
25.5,1995,November, Australia, AUS
25.1,1996,November, Australia, AUS
25.7,1997,November, Australia, AUS
25.1,1998,November, Australia, AUS
23.6,1999,November, Australia, AUS
