Temperature (Celsius),Year,Month, Country, ISO3
25.1,2000, March , Australia, AUS
24.5,2001, March , Australia, AUS
25.6,2002, March , Australia, AUS
24.9,2003, March , Australia, AUS
25.5,2004, March , Australia, AUS
26.3,2005, March , Australia, AUS
25.9,2006, March , Australia, AUS
25.6,2007, March , Australia, AUS
25.6,2008, March , Australia, AUS
25.6,2009, March , Australia, AUS
