Temperature (Celsius),Year,Month, Country, ISO3
21.6,2000, April , Australia, AUS
21.9,2001, April , Australia, AUS
23.4,2002, April , Australia, AUS
22.6,2003, April , Australia, AUS
22.7,2004, April , Australia, AUS
24.2,2005, April , Australia, AUS
21,2006, April , Australia, AUS
22.5,2007, April , Australia, AUS
21.2,2008, April , Australia, AUS
22.1,2009, April , Australia, AUS
