Temperature (Celsius),Year,Month, Country, ISO3
14.6,2000, July , Australia, AUS
14.3,2001, July , Australia, AUS
14.4,2002, July , Australia, AUS
14.8,2003, July , Australia, AUS
14.2,2004, July , Australia, AUS
14.9,2005, July , Australia, AUS
13.8,2006, July , Australia, AUS
14.1,2007, July , Australia, AUS
14,2008, July , Australia, AUS
14.5,2009, July , Australia, AUS
