Temperature (Celsius),Year,Month, Country, ISO3
18.6,1990, May , Australia, AUS
18.4,1991, May , Australia, AUS
18.3,1992, May , Australia, AUS
18.6,1993, May , Australia, AUS
18.3,1994, May , Australia, AUS
17.5,1995, May , Australia, AUS
18.3,1996, May , Australia, AUS
17.7,1997, May , Australia, AUS
19.1,1998, May , Australia, AUS
18.8,1999, May , Australia, AUS
