Temperature (Celsius),Year,Month, Country, ISO3
14.4,2010, July , Australia, AUS
14.5,2011, July , Australia, AUS
13.6,2012, July , Australia, AUS
15.3,2013, July , Australia, AUS
14.4,2014, July , Australia, AUS
14.4,2015, July , Australia, AUS
14.8,2016, July , Australia, AUS
15.5,2017, July , Australia, AUS
15.1,2018, July , Australia, AUS
15.4,2019, July , Australia, AUS
