Temperature (Celsius),Year,Month, Country, ISO3
26.7,1990,February, Australia, AUS
27.9,1991,February, Australia, AUS
27.4,1992,February, Australia, AUS
26.9,1993,February, Australia, AUS
27,1994,February, Australia, AUS
26.6,1995,February, Australia, AUS
27.4,1996,February, Australia, AUS
27.9,1997,February, Australia, AUS
28.3,1998,February, Australia, AUS
27.1,1999,February, Australia, AUS
