Temperature (Celsius),Year,Month, Country, ISO3
27.5,2010, February , Australia, AUS
26.6,2011, February , Australia, AUS
26.7,2012, February , Australia, AUS
27.8,2013, February , Australia, AUS
27.3,2014, February , Australia, AUS
28.8,2015, February , Australia, AUS
28.2,2016, February , Australia, AUS
27.7,2017, February , Australia, AUS
27.9,2018, February , Australia, AUS
28.1,2019, February , Australia, AUS
