Temperature (Celsius),Year,Month, Country, ISO3
14.4,1990,June, Australia, AUS
16.6,1991,June, Australia, AUS
15.1,1992,June, Australia, AUS
14.8,1993,June, Australia, AUS
15,1994,June, Australia, AUS
15.2,1995,June, Australia, AUS
16.8,1996,June, Australia, AUS
14.8,1997,June, Australia, AUS
15.3,1998,June, Australia, AUS
15.2,1999,June, Australia, AUS
