Temperature (Celsius),Year,Month, Country, ISO3
25.2,2000, November , Australia, AUS
24.4,2001, November , Australia, AUS
26.5,2002, November , Australia, AUS
25.7,2003, November , Australia, AUS
25.3,2004, November , Australia, AUS
25.7,2005, November , Australia, AUS
26.5,2006, November , Australia, AUS
25.6,2007, November , Australia, AUS
24.7,2008, November , Australia, AUS
26.6,2009, November , Australia, AUS
