Temperature (Celsius),Year,Month, Country, ISO3
25.3,2010, March , Australia, AUS
24.1,2011, March , Australia, AUS
24.3,2012, March , Australia, AUS
26,2013, March , Australia, AUS
26.2,2014, March , Australia, AUS
26,2015, March , Australia, AUS
26.9,2016, March , Australia, AUS
26.8,2017, March , Australia, AUS
26.2,2018, March , Australia, AUS
26.9,2019, March , Australia, AUS
