Temperature (Celsius),Year,Month, Country, ISO3
15.7,2000, August , Australia, AUS
15.7,2001, August , Australia, AUS
15.9,2002, August , Australia, AUS
16.1,2003, August , Australia, AUS
15.6,2004, August , Australia, AUS
16,2005, August , Australia, AUS
16.6,2006, August , Australia, AUS
16.5,2007, August , Australia, AUS
14.7,2008, August , Australia, AUS
17.5,2009, August , Australia, AUS
