Temperature (Celsius),Year,Month, Country, ISO3
14.7,2010, June , Australia, AUS
14.3,2011, June , Australia, AUS
14.4,2012, June , Australia, AUS
15.5,2013, June , Australia, AUS
15.3,2014, June , Australia, AUS
16.1,2015, June , Australia, AUS
16,2016, June , Australia, AUS
15.2,2017, June , Australia, AUS
15.1,2018, June , Australia, AUS
15,2019, June , Australia, AUS
