Temperature (Celsius),Year,Month, Country, ISO3
26.9,2000, Dec , Australia, AUS
26,2001, Dec , Australia, AUS
27.7,2002, Dec , Australia, AUS
27.7,2003, Dec , Australia, AUS
27.3,2004, Dec , Australia, AUS
27.6,2005, Dec , Australia, AUS
26.8,2006, Dec , Australia, AUS
26.7,2007, Dec , Australia, AUS
26.7,2008, Dec , Australia, AUS
27.5,2009, Dec , Australia, AUS
