Temperature (Celsius),Year,Month, Country, ISO3
21.9,1990,April, Australia, AUS
22.2,1991,April, Australia, AUS
22.7,1992,April, Australia, AUS
23.1,1993,April, Australia, AUS
21.9,1994,April, Australia, AUS
21.1,1995,April, Australia, AUS
21.6,1996,April, Australia, AUS
21.9,1997,April, Australia, AUS
22.2,1998,April, Australia, AUS
20.9,1999,April, Australia, AUS
