Temperature (Celsius),Year,Month, Country, ISO3
14.6,1990,July, Australia, AUS
14.5,1991,July, Australia, AUS
14.7,1992,July, Australia, AUS
15,1993,July, Australia, AUS
14.5,1994,July, Australia, AUS
14.4,1995,July, Australia, AUS
14.8,1996,July, Australia, AUS
13.4,1997,July, Australia, AUS
14.2,1998,July, Australia, AUS
14.7,1999,July, Australia, AUS
