Temperature (Celsius),Year,Month, Country, ISO3
15.4,1990,August, Australia, AUS
16.1,1991,August, Australia, AUS
15.9,1992,August, Australia, AUS
16.4,1993,August, Australia, AUS
15.4,1994,August, Australia, AUS
16.9,1995,August, Australia, AUS
16.3,1996,August, Australia, AUS
15.6,1997,August, Australia, AUS
17.2,1998,August, Australia, AUS
16.5,1999,August, Australia, AUS
