Temperature (Celsius),Year,Month, Country, ISO3
18.6,2010, September , Australia, AUS
19.1,2011, September , Australia, AUS
20,2012, September , Australia, AUS
21.3,2013, September , Australia, AUS
20.1,2014, September , Australia, AUS
19.2,2015, September , Australia, AUS
18.8,2016, September , Australia, AUS
20.1,2017, September , Australia, AUS
19.4,2018, September , Australia, AUS
19.8,2019, September , Australia, AUS
