Temperature (Celsius),Year,Month, Country, ISO3
21.7,2010, October , Australia, AUS
22.8,2011, October , Australia, AUS
23.2,2012, October , Australia, AUS
23.8,2013, October , Australia, AUS
24.3,2014, October , Australia, AUS
24.6,2015, October , Australia, AUS
22,2016, October , Australia, AUS
23.8,2017, October , Australia, AUS
24.1,2018, October , Australia, AUS
24.3,2019, October , Australia, AUS
